"","Publication Type","Authors","Author Full Names","Article Title","Source Title","Language","Document Type","Author Keywords","Keywords Plus","Abstract","Addresses","Reprint Addresses","Times Cited, All Databases","Since 2013 Usage Count","Publisher","Publisher City","Publisher Address","Publication Date","Publication Year","Volume","Issue","Part Number","Special Issue","Meeting Abstract","Start Page","End Page","Article Number","DOI","Number of Pages","Research Areas","Open Access Designations","Date of Export"
"64","J","Reynolds, JH; Ford, ED","Reynolds, JH; Ford, ED","Multi-criteria assessment of ecological process models","ECOLOGY","English","Article","binary error measures; canopy competition; evolutionary computation; genetic algorithms; individual based models; model assessment; model validation; multiple criteria; Pareto Optimality; POMAC; simulated evolution; WHORL","UNCERTAINTY; PROPAGATION; ECOSYSTEMS; VALIDATION; WATER","The Pareto Optimal Model Assessment Cycle (POMAC), a multiple-criteria model assessment methodology, is described for exploring uncertainty in the relationships between ecological theory, model structure, and assessment data. Model performance is optimized to satisfy, simultaneously, each component of a vector of assessment criteria (model outputs), rather than the usual procedure of optimizing performance with respect to a single criterion. Pareto Optimality is used to define the vector optimization. The Pareto Optimal Set reveals which combinations of assessment criteria the model can satisfy simultaneously. Binary interval error measures, which classify whether a parameterization result is within an acceptable range of values, are defined for each criterion. Their use masks small differences in the performance of different parameterizations. allowing the Pareto Optimal Set to reveal conflicts in ability to achieve simultaneously different collections of criteria. POMAC improves the researcher's ability to detect deficiencies and locate their sources. It is more stringent and informative than traditional model assessment procedures because it uses multiple criteria without weighting and aggregating them. The Pareto Optimal Set reveals the presence of deficiencies through the model's inability to satisfy all the criteria simultaneously. POMAC then guides the researcher in locating deficiencies in: inadequate selection of component ecological hypotheses underlying the model, inadequate mathematical representations of these hypotheses, inadequate parameterization, poor selection and formulation of the assessment criteria, or combinations of these. In an example, POMAC is applied to the spatially explicit canopy competition model WHORL using ten assessment criteria. Each criterion was selected to provide information on different aspects of WHORL's functioning: three stand height distribution criteria, three crown morphology criteria, and four criteria focusing on stand competition's characteristic differentiation of growth rates. The Pareto Optimal Set was generated using simulated evolution optimization. POMAC revealed deficiencies in both the model structure and its assessment criteria, leading to an improved model and better understanding of its effective domain.","Univ Washington, Quantitat Ecol & Resource Management Program, Seattle, WA 98195 USA; Univ Washington, Coll Forest Resources, Seattle, WA 98195 USA","Reynolds, JH (corresponding author), Univ Washington, Dept Stat, Box 35-4322, Seattle, WA 98195 USA.",49,6,"ECOLOGICAL SOC AMER","WASHINGTON","1707 H ST NW, STE 400, WASHINGTON, DC 20006-3915 USA","MAR",1999,80,"2",NA,NA,NA,538,"553",NA,"10.1890/0012-9658(1999)080[0538:MCAOEP]2.0.CO;2",16,"Environmental Sciences & Ecology",NA,"2021-05-12"
"65","J","Hipfner, JM; Gaston, AJ","Hipfner, JM; Gaston, AJ","Timing of nest departure in the Thick-billed Murre and Razorbill: Tests of Ydenberg's model","ECOLOGY","English","Article","Alca torda; Alcidae; Canada; chick growth; departure age; departure mass; dynamic modelling; hatching date; Razorbill; Thick-billed Murre; Uria lomvia","GUILLEMOT URIA-AALGE; PUFFINS FRATERCULA-ARCTICA; BREEDING SUCCESS; LAYING DATE; REPRODUCTIVE SUCCESS; ATLANTIC PUFFINS; FEEDING ECOLOGY; COMMON MURRES; FLEDGING MASS; INTER-COLONY","Marine birds of the family Alcidae exhibit extreme variation in the mass and age at which offspring leave the nest. A previously proposed, theoretical model of intraspecific variation in optimal timing of nest departure in alcids predicts that: (1) variation in growth rate among chicks will result in negative correlations between departure mass and departure age, and (2) in the absence of seasonal declines in chick growth rates (such declines are consistent features of alcid biology), variation in timing of hatching among chicks will cause both mass and age at departure to decline with hatching date, We tested these predictions for Thick-billed Murres and Razorbills, two alcids that employ a unique development strategy. To control for the confounding effects of seasonal variation in growth rates, caused at least in part by variation in the characteristics of adults breeding at different times, we switched eggs at random among breeding pairs in each of two years for both study species. Contrary to prediction 1, there were no significant negative correlations between departure mass and departure age, and in fact, there was one significant positive relationship. Contrary to prediction 2, departure mass did not decline with hatching date; in agreement with prediction 2, departure age often declined with date. Our results suggest that, for Thick-billed Murres and Razorbills: (1) variation in growth rate probably does not influence timing of nest departure in the manner outlined in the model, and (2) it is unlikely that variation in hatching date affects the departure decision in the manner predicted by the model. Based on our experimental results, and previously reported observations of Thick billed Murres, we develop alternative hypotheses, emphasizing the roles of parental quality and wing growth (rather than increase in mass), to explain the close correspondence between the model's predictions and patterns in the timing of nest departure within the Alcidae that are reported frequently.","Univ Ottawa, Dept Biol, Ottawa, ON K1N 6N5, Canada; Canadian Wildlife Serv, Natl Wildlife Res Ctr, Hull, PQ K1A 0H3, Canada","Hipfner, JM (corresponding author), Mem Univ Newfoundland, Biopsychol Programme, St John, NF A1B 3X9, Canada.",30,19,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","MAR",1999,80,"2",NA,NA,NA,587,"596",NA,"10.2307/176637",10,"Environmental Sciences & Ecology",NA,"2021-05-12"
"66","J","Abrams, PA","Abrams, PA","Is predator-mediated coexistence possible in unstable systems?","ECOLOGY","English","Article","apparent competition; coexistence in cycling vs. stable systems; combined resource and apparent competition; effect of enrichment on species diversity; limit cycles; mathematical models; population cycles; population density; predation; predator-mediated coexistence; resource competition","KEYSTONE-SPECIES CONCEPT; 3-SPECIES FOOD-CHAIN; INTERACTION STRENGTH; ECOLOGICAL TIME; PREY; ENRICHMENT; DYNAMICS; MODELS; CHAOS; PRODUCTIVITY","Simple mathematical models are used to study the interaction between two prey species that share common resources and a common predator In contrast to several previous analyses, this one concentrates on systems that may exhibit cyclic or chaotic dynamics due to the predator's saturating functional response. Under very general conditions, sustained fluctuations make coexistence of prey species more difficult than in comparable systems that are stable. In the model analyzed in greatest detail, there: is a limiting similarity in prey vulnerabilities in cycling systems, although such a limit does not exist in similar stable systems. The responses of mean population densities to model parameters often differ qualitatively between stable and unstable systems. In stable systems with two prey species, enrichment always increases the density of the prey that is poorer at resource exploitation and better at predator avoidance, while decreasing the density of the: other prey. In contrast, in some unstable systems, enrichment increases the densities of both prey, and in others it increases the better exploiter at the expense of the better predator avoider. Enrichment increases the amplitude of population cycles; for predators with saturating functional responses, larger cycles tend to favor the mure vulnerable species. The qualitative results of the analysis are robust to many different changes in the form of the model.","Univ Maryland, Dept Biol, College Pk, MD 20742 USA","Abrams, PA (corresponding author), Univ Maryland, Dept Biol, College Pk, MD 20742 USA.",88,28,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","MAR",1999,80,"2",NA,NA,NA,608,"621",NA,"10.1890/0012-9658(1999)080[0608:IPMCPI]2.0.CO;2",14,"Environmental Sciences & Ecology",NA,"2021-05-12"
"67","J","Kusch, J","Kusch, J","Self-recognition as the original function of an amoeban defense-inducing kairomone","ECOLOGY","English","Article","behavioral changes; chemical ecology; chemical induction; defense; kairomone; phenotypic plasticity; predation; Protozoa; self-recognition","LIFE-HISTORY SHIFTS; DAPHNIA-PULEX; MORPHOLOGICAL-CHANGES; REPRODUCTIVE COSTS; DEMOGRAPHIC COSTS; SHELL DIMORPHISM; PREDATOR; EUPLOTES; WATER; PREY","A 4.5 kg/mol peptide released by an amoeban predator, Amoeba proteus, induced defensive behavioral changes in ciliates of the genus Euplotes. The interspecific signaling molecule named A-factor was present in amoebae culture medium at a concentration of 0.01 mu g peptide/L, corresponding to 2 x 10(-12) mol/L. Amoebae released similar to 3 x 10(5) molecules of A-factor per individual per hour. Prey ciliates added to solutions containing A-factor exhibited predator-avoidance behavior after a few hours. The discovery of a second function for this peptide-kairomone indicated why the predator betrays its presence to the prey and thereby unintentionally protects it. Inhibition of phagocytosis by particle-bound kairomone revealed that it also functions as a self-recognition signal in the predator. Phagocytosis of particles by amoebae depended on the amount of A-factor on the particle surface and decreased in linear correlation to the logarithm of peptide amount. Self-recognition prevents a mutual consumption of amoebae, leading to increased survival of these asexually reproducing organisms. The importance of self-recognition apparently outweighs the disadvantages of defense induction, since only few prey species of the omnivorous predator respond in this manner.","Univ Kaiserslautern, Dept Ecol, D-67663 Kaiserslautern, Germany","Kusch, J (corresponding author), Univ Kaiserslautern, Dept Ecol, Erwin Schrodinger Str 14, D-67663 Kaiserslautern, Germany.",20,10,"ECOLOGICAL SOC AMER","WASHINGTON","1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA","MAR",1999,80,"2",NA,NA,NA,715,"720",NA,NA,6,"Environmental Sciences & Ecology",NA,"2021-05-12"
"68","J","Helmuth, B","Helmuth, B","Thermal biology of rocky intertidal mussels: Quantifying body temperatures using climatological data","ECOLOGY","English","Article","aerial exposure; body temperature; climate data; environmental averages; fluctuating temperatures; microclimate; Mytilus; physical factors; rocky intertidal; tidal cycle","MYTILUS-CALIFORNIANUS CONRAD; COMMUNITY STRUCTURE; ENVIRONMENTAL HETEROGENEITY; PHYSIOLOGICAL ECOLOGY; POPULATION-DYNAMICS; COLIAS BUTTERFLIES; FORAGING BEHAVIOR; AIR EXPOSURE; EDULIS-L; COMPETITION","Despite numerous studies demonstrating the importance of body temperature to the fitness of intertidal invertebrates, surprisingly little is known of what these temperatures are under normal field conditions. Using environmental data collected at semi-exposed rocky intertidal beaches in the northeastern Pacific, I compared predictions of the body temperatures of mussels (Mytilus californianus) based on small-scale (microclimate-level) environmental data averaged over a range of time scales (5 minutes to 1 hour) to those generated using continuous measurements. The error in predicting maximum and mean body temperatures introduced through the use of hourly environmental averages was generally less than 1 degrees-2 degrees C, I then predicted body temperatures of mussels during aerial exposure using historical, hourly weather data from federal meteorological databases. I used environmental data collected over a 30-yr (1961-1990) period on the Olympic Peninsula of Washington State to estimate the body temperatures of mussel aggregations at two tidal heights under conditions of aerial exposure during a typical climatological year. Estimated body temperatures commonly fluctuated by 20 degrees C or more during a period of less than or equal to 12 h and did not correlate well with air temperatures. The data indicated that mussels were, on average, hotter at this site during spring (April-June) than in summer (July-September) and colder in autumn (October-December) than in winter (January-March), primarily due to the effect of tidal cycles in determining exposure time. Results of simulations where the effects of climate and tidal cycle were decoupled suggested that the timing of aerial exposure, which can vary consistently over relatively small spatial scales (<100 km), can he more important than seasonal (spring vs, summer) differences in climatic conditions in determining body temperatures. Because of the interactive effects of climate and tidal cycle on body temperatures, populations of mussels in this region living at the same tidal height but separated by only tens of kilometers are predicted to experience very different thermal regimes. As a result, the intertidal environment represents a unique habitat for investigating the thermal biology of invertebrates over a range of spatial and temporal scales.","Univ Washington, Dept Zool, Seattle, WA 98195 USA","Helmuth, B (corresponding author), Stanford Univ, Dept Biol Sci, Hopkins Marine Stn, Oceanview Blvd, Pacific Grove, CA 93950 USA.",100,31,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1999,80,"1",NA,NA,NA,15,"34",NA,NA,20,"Environmental Sciences & Ecology",NA,"2021-05-12"
"69","J","He, HS; Mladenoff, DJ","He, HS; Mladenoff, DJ","Spatially explicit and stochastic simulation of forest-landscape fire disturbance and succession","ECOLOGY","English","Article","fire distributions; fire disturbance; heterogeneity; ignition and spread; LANDIS; landscape ecology; landscape equilibrium; landscape model; spatially explicit and stochastic; species resilience; succession; verification and calibration","GREAT-LAKES REGION; NATURAL DISTURBANCE; PLANT-COMMUNITIES; SPECIES-RICHNESS; CLIMATIC-CHANGE; NATURE-RESERVES; NATIONAL-PARK; DYNAMICS; DIVERSITY; MODELS","Understanding disturbance and recovery of forest landscapes is a challenge because of complex interactions over a range of temporal and spatial scales. Landscape simulation models offer an approach to studying such systems at broad scales. Fire can be simulated spatially using mechanistic or stochastic approaches. We describe the fire module in a spatially explicit, stochastic model of forest landscape dynamics (LANDIS) that incorporates fire, windthrow, and harvest disturbance with species-level succession. A stochastic approach is suited to forest landscape models that are designed to simulate patterns over large spatial and time domains and are not used deterministically to predict individual events. We used the model to examine how disturbance regimes and species dynamics interact across a large (500 000 ha), heterogeneous landscape in northern Wisconsin, USA, with six land types having different species environments, and fire disturbance return intervals varying from 200 to 1000 yr. The model shows that there are feedbacks over time between species, disturbance, and environment, resulting in the re-emergence of patterns that characterized the landscape before extensive alteration. Landscape equilibrium of species com position and age-class structure develops at three scales from the initial, disturbed landscape. Over 100-150 yr, fine-grained successional processes cause gradual disaggregation of the initial pattern of relatively homogenous composition and age classes. Species such as eastern hemlock (Tsuga canadensis), largely removed from the landscape by past human activities. only slowly re-invade. Next, patterns on the various land types diverge, driven by different disturbance regimes and dominant species. Finally, aging of the landscape causes the probabilities of larger and more severe fires to increase, and a coarse-grained pattern develops from the disturbance patches. Influence of adjacent land types is shown as fires spread across land type boundaries, although modified in spread and severity. As found by others, altered landscapes are likely to retain their modified pattern for centuries, suggesting that nonequilibrium conditions between tree species and climate will persist under predicted rates of climate change. The results suggest that this modeling approach can be useful in examining species level, broad-scale responses of heterogeneous landscapes to changes in landscape disturbance, such as modified management or land-use scenarios, or effects of global change.","Univ Wisconsin, Dept Forest Ecol & Management, Madison, WI 53706 USA","Mladenoff, DJ (corresponding author), Univ Wisconsin, Dept Forest Ecol & Management, 1630 Linden Dr, Madison, WI 53706 USA.",321,129,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1999,80,"1",NA,NA,NA,81,"99",NA,"10.2307/176981",19,"Environmental Sciences & Ecology",NA,"2021-05-12"
"70","J","Abrahamson, WG","Abrahamson, WG","Episodic reproduction in two fire-prone palms, Serenoa repens and Sabal etonia (Palmae)","ECOLOGY","English","Article","crown loss and flowering; demography; fertilization; fire ecology; fire-induced flowering; Florida; flowering and light availability; Sabal etonia; scrub vegetation; Serenoa repens; size-specific reproduction","DIPSACUS-SYLVESTRIS-HUDS; RAIN-FOREST CYCAD; LAKE WALES RIDGE; TALLGRASS PRAIRIE; UNDERSTORY PALM; SEED PRODUCTION; ZAMIA-SKINNERI; FLORIDA SCRUB; ROSETTE SIZE; HABITAT","This study examined how fire events affected the flowering of two native palms in a fire-prone environment. By examining how flowering varied across vegetative associations, I determined whether plant size or mass influenced flowering, whether canopy openness or increased soil fertility following fire enhanced flowering, and whether potential flowering stimuli interacted. Individuals of the widespread Serenoa repens and narrow endemic Sabal etonia were monitored (for a total of 9900 plant-year records) for growth performance and reproduction in flatwoods, scrubby flatwoods, scrub, and sandhill that were affected by single or multiple fires. In addition, clipping, fertilizing, and clipping+fertilizing experiments were conducted in three vegetative associations to simulate the effects of fire in order to ascertain which stimuli and their interactions encouraged flowering episodes. Both species exhibited marked resiliency to fire, rapidly resprouting from extensive underground stores. The frequencies of leaf production and flowering increased dramatically following fire in all vegetative associations compared to preburn periods, but especially in long-unburned (>60 yr) associations with substantial preburn overstory canopies, Strong episodic flowering responses were triggered after each of three repeated burns conducted during an 8-yr period at a previously long-unburned sandhill. Size, and hence estimated mass, were significant predictors of whether a palm would flower and, if so, how much it flowered. The loss of a palm's crown by fire, or by clipping, stimulated flowering, but this effect was mediated by Light availability. Palms under more complete overstory canopies flowered less than those in light gaps or at open-canopied stands. Fertilization of palms, intended to simulate greater postfire nutrient availabilities, did not stimulate flowering. Logistic regression models were developed for each palm species to estimate the probability of flowering in each vegetative association. These models accurately predicted flowering and nonflowering individuals. However, probability-of-flowering models that were generalized across vegetative associations for each species were less accurate than the association-specific models, which suggests the specific nature of flowering responses. These long-lived palms are well adapted to fire but are highly vulnerable to human-caused disturbance because of their very limited ability to recolonize former habitats.","Bucknell Univ, Dept Biol, Lewisburg, PA 17837 USA; Archbold Biol Stn, Lake Placid, FL 33852 USA","Abrahamson, WG (corresponding author), Bucknell Univ, Dept Biol, Lewisburg, PA 17837 USA.",44,19,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1999,80,"1",NA,NA,NA,100,"115",NA,NA,16,"Environmental Sciences & Ecology",NA,"2021-05-12"
"71","J","Huisman, J","Huisman, J","Population dynamics of light-limited phytoplankton: Microcosm experiments","ECOLOGY","English","Article","chemostat; Chlorella vulgaris; critical light intensity; light supply; light-limited growth model; mixing depth; photosynthesis; phytoplankton; population density; population dynamics","PRIMARY PRODUCTIVITY; SOUTHERN-OCEAN; CRITICAL-DEPTH; MODEL; COMPETITION; PHOTOSYNTHESIS; PHOTOINHIBITION; PENETRATION; COMMUNITY; CONTEXT","This paper investigates the extent to which the predictions of an elementary model for light-limited growth are matched by laboratory experiments with light-limited phytoplankton. The model and experiments link the population dynamics of phytoplankton species with changes in the light gradient caused by phytoplankton shading. The model predicts that a phytoplankton population should continue to grow until, at steady state, the light intensity at the bottom of the water column equals its critical light intensity. The experimental results were in good agreement with the theoretical predictions: (1) the steady-state population density increased with an increase of the incident light intensity, (2) the steady-state population density (per unit volume) was inversely proportional to mixing depth, (3) the steady-state population size (per unit area) decreased linearly with mixing depth, (4) the critical light intensity decreased with an increase of the incident light intensity, (5) the critical light intensity was approximately the same at each mixing depth, and (6) the time courses predicted by the model were in line with the observed time courses of population density and light penetration. Implications for phytoplankton ecology and aquatic production biology are discussed.","Univ Amsterdam, Microbiol Lab, NL-1018 WS Amsterdam, Netherlands; Univ Groningen, Dept Plant Biol, NL-9750 AA Haren, Netherlands; Univ Groningen, Dept Genet, NL-9750 AA Haren, Netherlands; Stanford Univ, Stanford, CA 94305 USA","Huisman, J (corresponding author), Univ Amsterdam, Microbiol Lab, Nieuwe Achtergracht 127, NL-1018 WS Amsterdam, Netherlands.",106,40,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1999,80,"1",NA,NA,NA,202,"210",NA,"10.2307/176990",9,"Environmental Sciences & Ecology",NA,"2021-05-12"
"72","J","Losos, JB; Spiller, DA","Losos, JB; Spiller, DA","Differential colonization success and asymmetrical interactions between two lizard species","ECOLOGY","English","Article","Anolis; asymmetrical competition vs. intraguild predation; Bahamas, central; colonization success vs. interspecific competition; field experiment; habitat use; lizards; species distributions","SMALL ISLANDS; ANOLIS LIZARDS; INTERSPECIFIC COMPETITION; ECOLOGY; BIOGEOGRAPHY; ZOOGEOGRAPHY; VERTEBRATES; EXTINCTION; PREDATORS; HABITAT","Small islands in the Bahamas often do not contain Anolis lizards. We took an experimental approach to investigate whether absence of A. carolinensis and A. sagrei from these islands results from the inability of populations to become established and whether the presence of the other species has a negative effect on population density and probability of successful colonization. We introduced propagules of five lizards of each species, either in allopatry or sympatry, on five blocks of three islands each. Populations were censused yearly using mark-recapture methods. Anolis sagrei populations thrived on almost all islands, whereas within three years, many A. carolinensis populations had gone extinct, and most others were very small. We conclude that an inability to successfully establish populations on small islands might explain the absence of A. carolinensis from these islands, but not the absence of A. sagrei. Anolis carolinensis was not more likely to become extinct on islands containing A. sagrei, but population densities of A. carolinensis were lower on islands with both species (sympatric islands) compared to allopatric islands. In addition, A. carolinensis tended to perch higher, relative to available vegetation, on sympatric islands than they did on allopatric islands. conversely, the presence of A. carolinensis had little impact on A. sagrei populations. However, inspection of population changes through time suggest that A. carolinensis may have initially had an effect on A. sagrei, but this effect decreased as A. carolinensis populations declined. The observed absence of A. sagrei from these islands may indicate that its dispersal abilities are limited relative to the frequency of devastating hurricanes.","Washington Univ, Dept Biol, St Louis, MO 63130 USA; Univ Calif Davis, Sect Ecol & Evolut, Davis, CA 95616 USA","Losos, JB (corresponding author), Washington Univ, Dept Biol, Campus Box 1137, St Louis, MO 63130 USA.",50,22,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1999,80,"1",NA,NA,NA,252,"258",NA,"10.2307/176994",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"73","J","Cade, BS; Terrell, JW; Schroeder, RL","Cade, BS; Terrell, JW; Schroeder, RL","Estimating effects of limiting factors with regression quantiles","ECOLOGY","English","Article","absolute deviations; limiting factors; linear models; quantiles; rank-score tests; regression; regression quantiles","RANK SCORES; MODELS; ASSEMBLAGES; ABUNDANCE; ALGORITHM; TESTS; FIELD; SIZE","In a recent Concepts paper in Ecology, Thomson et al. emphasized that assumptions of conventional correlation and regression analyses fundamentally conflict with the ecological concept of limiting factors, and they called for new statistical procedures to address this problem. The analytical issue is that unmeasured factors may be the active limiting constraint and may induce a pattern of unequal variation in the biological response variable through an interaction with the measured factors. Consequently, changes near the maxima, rather than at the center of response distributions, are better estimates of the effects expected when the observed factor is the active limiting constraint. Regression quantiles provide estimates for linear models tit to any part of a response distribution, including near the upper bounds, and require minimal assumptions about the form of the error distribution. Regression quantiles extend the concept of one-sample quantiles to the linear model by solving an optimization problem of minimizing an asymmetric function of absolute errors. Rank-score tests for regression quantiles provide tests of hypotheses and confidence intervals for parameters in linear models with heteroscedastic errors, conditions likely to occur in models of limiting ecological relations. We used selected regression quantiles (e.g., 5th, 10th,..., 95th) and confidence intervals to test hypotheses that parameters equal zero for estimated changes in average annual acorn biomass due to forest canopy cover of oak (Quercus spp.) and oak species diversity. Regression quantiles also were used to estimate changes in glacier lily (Erythronium grandiflorum) seedling numbers as a function of lily flower numbers, rockiness, and pocket gopher (Thomomys talpoides fossor) activity, data that motivated the query by Thomson et al. for new statistical procedures. Both example applications showed that effects of limiting factors estimated by changes in some upper regression quantile (e.g., 90-95th) were greater than if effects were estimated by changes in the means from standard linear model procedures. Estimating a range of regression quantiles (e.g., 5-95th) provides a comprehensive description of biological response patterns for exploratory and inferential analyses in observational studies of limiting factors, especially when sampling large spatial and temporal scales.","US Geol Survey, Midcontinent Ecol Sci Ctr, Biol Resources Div, Ft Collins, CO 80525 USA","Cade, BS (corresponding author), US Geol Survey, Midcontinent Ecol Sci Ctr, Biol Resources Div, 4512 McMurry Ave, Ft Collins, CO 80525 USA.",393,87,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1999,80,"1",NA,NA,NA,311,"323",NA,NA,13,"Environmental Sciences & Ecology",NA,"2021-05-12"
"74","J","Loiselle, BA; Blake, JG","Loiselle, BA; Blake, JG","Dispersal of melastome seeds by fruit-eating birds of tropical forest understory","ECOLOGY","English","Article","birds, impact on plants; diets of understory frugivores; frugivory; habitat selection; La Selva; Costa Rica; Melastomataceae; seed dispersal by birds; tropical wet forest","COSTA-RICA; TREE; PATTERNS; ESTABLISHMENT; RECRUITMENT; ABUNDANCE; ECOLOGY; ANIMALS; PLANTS; GAPS","Birds directly affect seed dispersal through (1) the number of seeds they remove and (2) where and in what condition those seeds are deposited. Dispersal effectiveness is a composite of these quality and quantity components of seed dispersal. In this study, number of seeds removed and patterns of seed deposition by six bird species were determined for four shrubs in the Melastomataceae. Bird species differed in both quantity and quality components of seed dispersal. Bird species that contributed most to the quantity component of seed dispersal were not always the same as those that contributed most to the quality component. Thus, to evaluate the ecological roles of frugivores and their effectiveness as seed dispersers requires integration across various processes involved in seed dispersal (removal, deposition, etc.). In contrast to canopy trees, shrubs apparently have a relatively small set of seed dispersers, which makes them more vulnerable to the extinction of a seed disperser.","Univ Missouri, Dept Biol, St Louis, MO 63121 USA","Loiselle, BA (corresponding author), Univ Missouri, Dept Biol, 8001 Nat Bridge Rd, St Louis, MO 63121 USA.",72,26,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1999,80,"1",NA,NA,NA,330,"336",NA,"10.1890/0012-9658(1999)080[0330:DOMSBF]2.0.CO;2",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"75","J","Rejwan, C; Collins, NC; Brunner, LJ; Shuter, BJ; Ridgway, MS","Rejwan, C; Collins, NC; Brunner, LJ; Shuter, BJ; Ridgway, MS","Tree regression analysis on the nesting habitat of smallmouth bass","ECOLOGY","English","Article","cross validation of results; Lake Opeongo, Ontario, Canada; littoral zone; Micropterus dolomieui; multiple regression analysis, precision; nesting habitat of fish; shoreline reticulation; smallmouth bass; temperature sensitivity; tree regression analysis","MICROPTERUS-DOLOMIEUI; LAKE-OPEONGO; ONTARIO","Habitat conditions may determine locations of patchily distributed smallmouth bass nests in lakes, since young smallmouth bass are fragile and are therefore vulnerable to suboptimal physical characteristics in their typically variable nesting area, the littoral zone. Knowing which habitat conditions are important to nest locations would ultimately be useful in protecting optimal nesting areas from anthropogenic disturbances in lakes. To evaluate factors related to the nest distributions of a smallmouth bass (Micropterus dolomieui) population, physical habitat conditions were measured at 36 1-km-long and 31 100-m-long sites in Lake Opeongo (Ontario, Canada). Both tree regression analysis (a recently devised and unique statistical tool) and standard multiple regression were used to determine the relationships between nest density and four habitat variables. Tree regression analysis does not require assumptions of linearity or homoscedasticity of variances, and it automatically identifies interactions among variables, Furthermore tree regression results were more accurate and more precise than standard multiple-regression results, Mechanisms underlying the significant relationships between nest densities and both littoral zone temperatures and shoreline reticulation in 1-km-long sites and the nonsignificant results at the 100-m-long scale, are discussed. Cross-validation results quantify the difficulty in extrapolating sample findings to whole populations in ecological research.","Univ Toronto, Erindale Coll, Biol Grp, Mississauga, ON L5L 1C6, Canada; Univ Toronto, Erindale Coll, Dept Stat, Mississauga, ON L5L 1C6, Canada; Ontario Minist Nat Resources, Aquat Ecosyst Sci Sect, Harkness Lab Fisheries Res, Maple, ON L6A 1S9, Canada","Rejwan, C (corresponding author), Univ Calgary, Dept Biol Sci, 2500 Univ Dr 1 NW, Calgary, AB T2N 1N4, Canada.",83,14,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1999,80,"1",NA,NA,NA,341,"348",NA,"10.1890/0012-9658(1999)080[0341:TRAOTN]2.0.CO;2",8,"Environmental Sciences & Ecology",NA,"2021-05-12"
"76","J","Naeem, S; Li, SB","Naeem, S; Li, SB","Consumer species richness and autotrophic biomass","ECOLOGY","English","Article","autotrophic biomass; biodiversity; community; ecosystem functioning; microcosm; protists; species richness; trophic structure","FOOD WEBS; PRIMARY PRODUCTIVITY; TROPHIC LEVELS; LAKE-MICHIGAN; ECOSYSTEMS; BIODIVERSITY; DIVERSITY; ZOOPLANKTON; COMMUNITIES; STABILITY","We tested whether standing autotrophic (unicellular algal) biomass is sensitive to variation in initial consumer (nondecomposer, heterotrophic protistan) diversity in experimental microbial microcosms. Our results showed a strong, negative relationship between autotrophic biomass and consumer species richness. Additional microcosm experiments showed that this relationship was due largely to the direct and indirect trophic effects of consumers on autotrophs and decomposers. Collectively, these experiments suggest that standing autotrophic biomass is a function of community composition, trophic structure, and consumer diversity, the determining factors being the number of trophic levels, the discreteness of trophic levels, and the ecological equivalency of species within trophic levels. Our results suggest that ecosystem response to variation in consumer diversity can range from abrupt changes between green (high autotrophic biomass) and barren (low autotrophic biomass) states to relatively smooth transitions between these states.","Univ Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USA; Univ Minnesota, Ctr Community Genet, St Paul, MN 55108 USA","Naeem, S (corresponding author), Univ Minnesota, Dept Ecol Evolut & Behav, 100 Ecol Bldg,1987 Upper Buford Circle, St Paul, MN 55108 USA.",61,28,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","DEC",1998,79,"8",NA,NA,NA,2603,"2615",NA,NA,13,"Environmental Sciences & Ecology",NA,"2021-05-12"
